"id","catagory","hasImage","imageName","question","answerA","answerB","answerC","answerD","correctAnswer"
"362","9","0","","What is the effect on driving if there is a film of water between the vehicleâ€™s tyres and the road surface?","Steering and braking will be more effective.","Steering and braking will be less effective.","Braking only will be less effective.","Steering will be more effective.","B"
"363","9","0","","What should a driver do if they encounter loose chippings on a road?","Stop the vehicle until the loose chippings can be removed.","Increase speed so as to avoid causing damage to the vehicle.","Press their hand against the windscreen or motorcycle faring.","Slow down and allow extra clearance to all traffic until they have gone past the area with the loose chippings.","D"
"364","9","0","","What effect does spilt diesel have on a road?","It makes the road more slippery.","It improves the vehicles braking ability.","Improve tyre grip on bends.","It increases tyre noise.","A"
"365","9","0","","What should a driver do when driving in slippery road conditions?","Drive at faster speeds to maintain tyre grip.","Drive at lower speeds and use gentle acceleration and braking.","Apply the brakes sharply from time to time to test the road surface.","Drive at normal speed but allow extra stopping distance.","B"
"366","9","0","","What should a driver do when travelling downhill on snow or ice?","Keep close to the left and brake sharply to keep the speed down.","Use a higher gear than normal in order to avoid wheel spin.","Avoid using the brake and use a high gear.","Use an appropriate lower gear and brake gently to reduce speed.","D"
"367","9","0","","How does driving at high speed affect a vehicleâ€™s road holding?","The road holding ability of the vehicle is increased.","The wheel alignment keeps the tyres in full contact with the road.","The road holding ability of the vehicle is reduced.","The suspension compensates for any unevenness in the road surface.","C"
"368","9","0","","What is the recommended minimum stopping distance for a car travelling at 50 km/h on a dry road?","15 metres.","25 metres.","45 metres.","5 metres.","B"
"369","9","0","","What is the recommended minimum stopping distance for a car travelling at 50 km/h on a wet road?","36 metres.","46 metres.","16 metres.","26 metres.","A"
"370","9","0","","What is the recommended minimum stopping distance for a car travelling at 100 km/h on a dry road?","60 metres.","70 metres.","90 metres.","80 metres.","B"
"371","9","0","","What is the recommended minimum stopping distance for a car travelling at 100 km/h on a wet road?","131 metres.","121 metres.","141 metres.","111 metres.","B"
"372","9","0","","What is the minimum safe distance to leave between vehicles travelling at 100 km/h on a dry road?","92 metres.","72 metres.","62 metres.","82 metres.","D"
"373","9","0","","What is a likely consequence of sudden braking?","The vehicle's braking system could overheat.","The vehicle's braking system could lose a lot of air.","The vehicle's braking system could lose a lot of fluid.","The vehicle could be hit from behind.","D"
"374","9","0","","Which of the following affects the braking distance of a vehicle?","The power of the vehicle.","The speed and weight of the vehicle.","Road conditions and the tyres on the vehicle.","The number of passengers carried.","B"
"375","9","0","","In dry weather how might a driver judge what is a safe following distance to vehicle in front?","By driving at the same speed as the vehicle in front.","By allowing at least two seconds to elapse between the vehicle in front and the drivers own vehicle passing a fixed point.","By allowing at least 2 vehicle lengths for each kilometer per hour.","By allowing at least 2 vehicle lengths between the vehicles.","B"
